model,epoch,loss,acc,val_loss,val_acc
model3,25,0.09661674769322078,0.9708499999682109,0.14871338208719176,0.9590816325557475
model3,26,0.0949258481323719,0.97215,0.1470529263086465,0.9594897958697105
model3,27,0.09483057278394699,0.9719333333015442,0.1495492340715564,0.9603061223516659
model3,28,0.09255534182786941,0.9728000000317891,0.14868310988557581,0.9590816325557475
model3,29,0.09120584766467413,0.9728166666348775,0.14535801892986103,0.9606122447519886
model3,30,0.0898338958422343,0.9737166666666667,0.1432891818774598,0.9616326529639108
model3,31,0.08913218638400237,0.9734666666348776,0.1423971148595518,0.9614285713312577
model3,32,0.08776791706879934,0.9739833333015442,0.14618613159474061,0.9618367345965638
model3,33,0.08715236372252305,0.9745,0.14265784090270803,0.9621428569968866
model3,34,0.0855928439339002,0.9746000000317891,0.14415147620500351,0.9610204080659516
model3,35,0.0844639336168766,0.9749666666348775,0.14639727898398225,0.9601020407676697
model3,36,0.082910370439291,0.9753166666666667,0.16021129606937876,0.9555102039356621
model3,37,0.08267115395466487,0.9755333333333334,0.1474507563545996,0.9603061223516659
model3,38,0.08172148757974307,0.9750999999682108,0.14215279887221297,0.9617346938288942
model3,39,0.0804014058192571,0.9757333333651225,0.14328132971513027,0.9610204081632653
model3,40,0.07938371770133575,0.9758166666666667,0.14742668146381574,0.9606122447519886
model3,41,0.07892838968833288,0.9772666666348775,0.1500533334637175,0.9609183672496251
model3,42,0.07816566384037335,0.9759,0.14415843512330737,0.9615306121475843
model3,43,0.0773656199991703,0.9766166666666667,0.18615945403673212,0.9520408162292169
model3,44,0.07701815269291401,0.9773499999682108,0.1559819926123838,0.958775510106768
model3,45,0.07514850522478421,0.9777833333333333,0.16377527229031738,0.9589795917394209
model3,46,0.07554556085666021,0.9777500000317891,0.15674672178011767,0.9594897958210536
model3,47,0.074710866300265,0.9780666666984558,0.15880296847649983,0.957857142808486
model3,48,0.07430779293775558,0.9781500000317891,0.15266780704868083,0.9608163264332985
model3,49,0.07366708283424378,0.9779500000317891,0.1524986621220501,0.9599999999026863
model3,50,0.0725673384308815,0.9784999999682109,0.14999465682372756,0.9605102040329758
model4,1,0.6584969720204671,0.7888833333333334,0.31553064857210433,0.9071428571428571
model4,2,0.274011740620931,0.9210666666984558,0.2437300802493582,0.9284693879497294
model4,3,0.22607736729780833,0.9336166666348775,0.22856503571782794,0.9345918368806644
model4,4,0.20163510648409524,0.9415999999682109,0.2209837504430693,0.9340816327503749
model4,5,0.1856029237349828,0.9456666666666667,0.1954855956471696,0.9437755100581111
model4,6,0.17289108407497406,0.9489333333651224,0.1820882823029343,0.9460204083578927
model4,7,0.16396647309859594,0.9513833333333334,0.169838077498942,0.9491836732747604
model4,8,0.15492623066902161,0.9539666666348775,0.1688764944186016,0.9520408161319032
model4,9,0.14866560920476912,0.9550666666348775,0.16415683980498996,0.9536734691931277
model4,10,0.1436727506041527,0.9572333333333334,0.1692722263019912,0.9512244899905458
model5,1,0.7132212151209514,0.7666833333651225,0.3379025730064937,0.9006122448979592
model5,2,0.29961909971237183,0.9134,0.26029464791015705,0.92295918381944
model5,3,0.2515371788024902,0.9275666666348775,0.23551863121743105,0.9310204083578927
model5,4,0.22605061305363974,0.9348999999682108,0.21576360680619064,0.937959183478842
model5,5,0.20832848815917968,0.9394833333651225,0.21197275182422326,0.9395918365887234
model5,6,0.19451221134662627,0.9441833333651225,0.21898677797950045,0.9349999999026863
model5,7,0.18273475643396378,0.9473500000317892,0.20292780181583092,0.9431632655007499
model5,8,0.17461454238494237,0.9495666666984558,0.19474280774593353,0.9419387757048315
model5,9,0.16685120387474695,0.9518666666666666,0.18299866557121278,0.9478571426625154
model5,10,0.1600625257651011,0.9541499999682108,0.1873077923485211,0.9443877549074134
model5,11,0.153393599319458,0.9564,0.18644849651322074,0.9475510202135359
model5,12,0.14773338863452276,0.9572833333651225,0.1807042530817645,0.9490816325557475
model5,13,0.141663971722126,0.9592166666666667,0.17671141745484606,0.94704081618056
model5,14,0.13755267467896143,0.9597166666666667,0.17737035999492723,0.9481632651114951
model5,15,0.13428019482294717,0.9615166666348776,0.1881532438038563,0.9480612243924822
model5,16,0.12970398161609967,0.9620166666984558,0.17227664619988325,0.9514285712826008
model5,17,0.12677121640443803,0.9634499999682109,0.19000064702666536,0.9439795916421073
model5,18,0.12291771072149277,0.9643666666984558,0.16451653368619024,0.9524489794458662
model5,19,0.1205610964814822,0.9649833333015442,0.168689439844112,0.9512244896012909
model5,20,0.11771057584285737,0.9656333333015442,0.1659905145028416,0.951836734547907
model6,1,0.6665238608837127,0.7811833333015442,0.3152459306376321,0.9076530612244897
model6,2,0.2673078193108241,0.9234000000317891,0.2346864303034179,0.93295918381944
model6,3,0.22221387386322022,0.9360333333333334,0.23253383507533948,0.9298979593783009
model6,4,0.1984509746392568,0.9420666666984558,0.20206668556952964,0.942551020505477
model6,5,0.1811916360139847,0.9464833333651225,0.194909604015399,0.9427551022354438
model6,6,0.1697475124756495,0.9499166666984558,0.18126494969032247,0.9447959185619743
model6,7,0.16091454252401988,0.9524500000317891,0.18081293210083124,0.9456122450925866
model6,8,0.15255496385097503,0.9544499999682109,0.1684960466897001,0.9509183671523114
model6,9,0.14569803967078526,0.9565833333651225,0.16838620187068473,0.9494897957237399
model6,10,0.14009713966051737,0.9582500000317892,0.16685465114457268,0.9509183675415662
model6,11,0.134883163245519,0.9600166666348775,0.18244104144524556,0.9467346936829236
model6,12,0.13068764783541362,0.9604666666984558,0.16148267852408546,0.9517346936829236
model6,13,0.12587948252757392,0.9625833333015442,0.16308343780284026,0.9532653059764784
model6,14,0.1240836491505305,0.9626666666348775,0.1562450221302558,0.9536734691931277
model6,15,0.12051732007662455,0.9638666666984558,0.1547520903361087,0.9556122448006454
model6,16,0.11728509212732315,0.9642166666984558,0.16581567382021825,0.9510204083578927
model6,17,0.11543890996774038,0.9646333333015442,0.17045843020993837,0.952959183478842
model6,18,0.11227425656318664,0.9659166666666666,0.15440532378700314,0.9567346937802373
model6,19,0.10993213754494985,0.9665833333333333,0.15747324097217347,0.9554081630706787
model6,20,0.10794317721128464,0.9676166666666667,0.1752439990548455,0.9498979590863598
model6,21,0.10585842357675235,0.9676999999682109,0.17960979445400288,0.9483673467441481
model6,22,0.10383552674055099,0.96805,0.1680475091812562,0.9522448978132131
model6,23,0.10249669706424078,0.9685666666984558,0.15278220436706835,0.9574489794458662
model6,24,0.10000092668533325,0.9697166666348775,0.15840002357959748,0.9561224488822782
model6,25,0.09871084610422452,0.9699833333651224,0.1661700253165802,0.9528571427111723
model6,26,0.0985046018242836,0.9694666666348776,0.17034093448398063,0.9522448978132131
model6,27,0.096388239077727,0.9704166666348776,0.17095576854232622,0.9524489797864641
model6,28,0.09366982541481654,0.9709500000317891,0.15871883703737844,0.9577551019435027
model6,29,0.09379260051647823,0.9713833333015441,0.15670113828869497,0.9561224488822782
model6,30,0.0919777250011762,0.9717166666984558,0.1597673400780376,0.9556122448006454
model6,31,0.09144184184471767,0.9717,0.16225473490904788,0.956836734547907
model6,32,0.08953861038486163,0.9723499999682108,0.1670733461513811,0.9551020407190128
model6,33,0.08806917716066043,0.9723999999682108,0.1641542766957867,0.956836734547907
model6,34,0.08690809071262677,0.9729666666984558,0.18602641998201,0.9507142855683152
model6,35,0.08661425752043724,0.9727166666666667,0.15697149288821585,0.9581632651601519
model6,36,0.08536429725289345,0.9732666666348775,0.16633015291423214,0.9549999998540294
model6,37,0.08424216091831525,0.9733833333015441,0.16887088665548636,0.9561224487849644
model6,38,0.08326357849240303,0.9739999999682109,0.1650239730535113,0.9575510202621927
model6,39,0.0812773024737835,0.9746500000317891,0.1687148472613522,0.95704081618056
model6,40,0.08233214079837005,0.9746333333651225,0.16426525033858358,0.9573469385808828
model6,41,0.08208018683989843,0.9744333333651225,0.16144935162395846,0.9581632652088088
model6,42,0.07977246691286564,0.9752166666666666,0.16607805192166444,0.9565306121475843
model6,43,0.07833282882769903,0.9758833333015442,0.171237429958217,0.9560204080172947
model6,44,0.0777769221663475,0.9762500000317892,0.1668847859240308,0.9569387753642336
model6,45,0.07658003386855125,0.9762999999682108,0.16624756617205483,0.9574489794458662
model6,46,0.07608780038058757,0.9765833333651225,0.17692753891859736,0.9542857140910869
model6,47,0.07636368043025335,0.9764833333333334,0.17946504255794749,0.953367346792805
model6,48,0.07455949166019758,0.9768666666666667,0.1737807327083179,0.9580612243438253
model6,49,0.07405912562211354,0.9774333333651225,0.17711377733520098,0.9565306120502706
model6,50,0.07371621811787288,0.9773000000317892,0.16789714889714913,0.9590816325070907
model7,1,0.4544782433271408,0.8521833333651225,0.23548713504659885,0.9239795919827053
model7,2,0.1726747701962789,0.948,0.15832982808959728,0.9494897958210536
model7,3,0.13573642093340557,0.9589166666666666,0.1300469634332219,0.9597959182700332
model7,4,0.11490248388051987,0.9651999999682108,0.1406049510410854,0.95724489786187
model7,5,0.1007928026676178,0.9691166666666666,0.11943642624178712,0.9636734692904414
model7,6,0.08989457855621974,0.9719666666984558,0.11944597345833875,0.964183673372074
model7,7,0.08130582558512688,0.9748833333015442,0.17986901196290037,0.9457142859089132
model7,8,0.07325739666223526,0.9775500000317892,0.11700895356280464,0.9654081631193355
model7,9,0.06749086207151413,0.9791333333015442,0.12231280999220147,0.9644897958697105
model7,10,0.06250278546114763,0.98015,0.12125350598169833,0.9652040814866825
model8,1,0.4895421270211538,0.8394833333333334,0.20939574150406584,0.9372448981538111
model8,2,0.1838461002767086,0.9436333333015442,0.15696839336229831,0.9519387753642335
model8,3,0.1420600284298261,0.9563833333333334,0.14055928768552078,0.9562244896986046
model8,4,0.11922543501059214,0.9637666666666667,0.1291789500932304,0.9597959182700332
model8,5,0.10339586251974106,0.9675500000317891,0.12245435561756698,0.9636734692417845
model8,6,0.09271753966808319,0.9712833333333334,0.12247390211236721,0.9629591835274989
model8,7,0.08297609252929687,0.9745666666666667,0.1160956491894868,0.9636734692904414
model8,8,0.07409496247967085,0.9766666666666667,0.13498596812389335,0.9609183672009682
model8,9,0.06958673986991247,0.9783666666984558,0.11248030956454423,0.9671428569968866
model8,10,0.06296020920624336,0.9801166666984558,0.10916773347374129,0.9699999999513431
model8,11,0.05809469027419885,0.9811333333333333,0.10355140032778894,0.9721428570942003
model8,12,0.0525996211429437,0.9831000000317891,0.11960253680086866,0.9672448979105268
model8,13,0.048552247452735904,0.9845333333651225,0.11643034274385748,0.9689795917394209
model8,14,0.043788999482244254,0.9861333333333333,0.11604734782167539,0.9696938774537067
model8,15,0.04269570825720827,0.9867500000317891,0.11220699907565604,0.971122448930935
model8,16,0.03928822497377793,0.9875666666666667,0.11716490639829819,0.9698979590863598
model8,17,0.03609359358201424,0.9880499999682109,0.11380934353689758,0.9723469387268534
model8,18,0.03240020650612811,0.9898666666666667,0.11037293447846813,0.9735714285227717
model8,19,0.030459785975019138,0.9898833333015442,0.12610292668264284,0.9706122447519886
model8,20,0.028089654763539633,0.9909833333333333,0.12745269443630716,0.9716326529639108
model9,1,0.4413084475000699,0.8586666666984558,0.1834951230518672,0.9455102042762601
model9,2,0.16834750231107076,0.9496833333333333,0.19962796980020953,0.9357142858115994
model9,3,0.13343639854590097,0.9593333333015442,0.14601284986247823,0.9551020406216991
model9,4,0.1116673927863439,0.9666000000317891,0.12276491082748588,0.9628571427111723
model9,5,0.10119020152688027,0.96955,0.12284270123559601,0.9648979589890461
model9,6,0.08951161863207817,0.9726833333015442,0.13246471014101893,0.9617346940235216
model9,7,0.08097290511329969,0.9749666666984558,0.1282516893987753,0.9622448978132131
model9,8,0.07256065328915914,0.9778500000317891,0.1149671000371478,0.9674489794458662
model9,9,0.06675532372345527,0.97935,0.10406894326514127,0.9714285712826009
model9,10,0.060698454855382444,0.9812666666348775,0.10313407168248478,0.9712244896499478
model9,11,0.056937847895920275,0.9822833333333333,0.11382118624349942,0.9699999998053725
model9,12,0.05163800043662389,0.9839333333651225,0.15412627751729926,0.9585714284254581
model9,13,0.04879306622246901,0.9841999999682108,0.11763109446560242,0.969693877356393
model9,14,0.04438741792440414,0.9857333333651225,0.12175324468588343,0.9699999998540294
model9,15,0.04132801905721426,0.9870666666666666,0.11049900157187058,0.9704081631193355
model9,16,0.038456793775161105,0.9880499999682109,0.1386899600269235,0.9667346937315805
model9,17,0.0355012384125342,0.9885666666666667,0.11948938304159258,0.9693877549560702
model9,18,0.032627387339125076,0.9895666666348775,0.11479954883608283,0.9726530610785192
model9,19,0.02950970014296472,0.9906333333015442,0.1279015734423028,0.9695918366373801
model9,20,0.02793711792305112,0.9911333333333333,0.14149427743010906,0.9682653059278216
model9,21,0.026297041309004027,0.99135,0.13274229214450686,0.9719387753642336
model9,22,0.023752588034545382,0.9921333333015442,0.13885450151748954,0.9707142855683152
model9,23,0.02187911122900744,0.9930499999682109,0.15979545286162852,0.9680612243438254
model9,24,0.020688155220573146,0.9933499999682108,0.1428253673184283,0.9713265304176175
model9,25,0.019610968357635043,0.9935,0.14782153594516673,0.9706122447519886
model9,26,0.016922821916701893,0.9945333333333334,0.19346267458469588,0.9624489794458662
model9,27,0.015526601962062219,0.9948333333333333,0.16060982398356177,0.9708163263359848
model9,28,0.014876277968008072,0.99535,0.15648912015945973,0.9724489794458662
model9,29,0.013041573034133763,0.9959,0.14617710493927896,0.9743877549074134
model9,30,0.012072474973229691,0.9964,0.16407861802218557,0.9720408161319032
model9,31,0.012638269881034891,0.9958999999682109,0.16887952907357784,0.9712244896012909
model9,32,0.011452476328238845,0.9966166666348775,0.17638496600487627,0.9707142855196583
model9,33,0.009424764650361612,0.9968666666348776,0.19235536966887445,0.9687755100094542
model9,34,0.009511301584541798,0.99675,0.17660239120644794,0.9710204079686379
model9,35,0.008977910249633715,0.997,0.17302319345729691,0.9721428569968866
model9,36,0.00817203260215465,0.9973333333333333,0.18561861778153296,0.9707142855683152
model9,37,0.007764066836672525,0.9973666666666666,0.1917441290493862,0.9710204080659516
model9,38,0.007151739623242368,0.9976333333015441,0.1930024893156298,0.970306122303009
model9,39,0.008439435205212795,0.9973333333333333,0.1947873927191748,0.9708163263846417
model9,40,0.0063979441519050545,0.9978666666666667,0.18596439120440497,0.9718367345965638
model9,41,0.006473891767809012,0.99785,0.20448881260309446,0.9712244896499478
model9,42,0.005687481405501603,0.9980333333333333,0.19837277518108973,0.9721428569968866
model9,43,0.005132822533762859,0.9984833333333333,0.20995799949172914,0.9709183672496251
model9,44,0.004791233093693154,0.9985,0.20690626768255724,0.969693877356393
model9,45,0.004349014837043554,0.99855,0.20573779382023216,0.9727551018948458
model9,46,0.0058155125128270205,0.998,0.20181423247083832,0.9722448978132131
model9,47,0.004501565641865212,0.9987,0.2237356192780105,0.9696938774050499
model9,48,0.0033435844121893752,0.9989166666666667,0.23335152652516442,0.9694897957237399
model9,49,0.004345530304506247,0.9988333333333334,0.24468685258522022,0.9690816324584338
model9,50,0.00450274906931251,0.9984166666666666,0.24107137193799608,0.9699999999026863
